reg_no,chassis_no,engine_no,fuel_type,maker_class,maker_model,reg_date,reg_auth,aadhaar
TD73JF1362,A27N8NEC1FAW4VNCW,543CRF06LWCI40985,diesel,Honda,CR-V,23/02/1948,WL32,221438000000
OE24ZC0676,APM2RWVM4LFL4PE2K,399QVA00DRWQ67761,elec,Honda,CR-Z,2/12/1951,VV93,240239000000
DK97GX6967,JCCH74BZNKG9I3V9X,666JSL17JWES51448,elec,Honda,Odyssey,9/6/1992,OQ20,278192000000
QJ27GS1442,1Q7LJX3AH84CEJLRT,273BQF98ZRDM23220,petrol,Honda,Element,22/12/1980,JO23,288414000000
SZ91FW5211,8UH13TMA34ANSNVY2,230SIO97OHAW97337,diesel,Honda,Insight,18/02/1975,YH83,296436000000
NN65IQ8839,USUVRZ4XDRJLQPTPR,660HCD15ISBU21254,cng,Honda,Civic,22/07/1941,KX83,321939000000
PZ43BU3546,B29J5PT56F1UBKKIZ,549REO76QITT93379,cng,Honda,Insight,21/12/1945,RU57,629933000000
WH20TR1568,0G2TBJ8TNEV4JRH9U,116ZII38VDZN05985,elec,Honda,Insight,24/10/1946,WD18,652555000000
MM35OA2363,H1EP0TRPZ6ZDF4KHY,636THZ06MGTP36109,cng,Honda,Accord,18/08/2008,SK57,677885000000
YD38ND1401,A83PBXEH3XLA6C6KU,482CPO61GQGH31225,cng,Honda,Passport,30/07/1965,UF66,807267000000
TC23QM5153,KFIIKJ2QOWEWEXQEC,642DKL46OAMT69267,petrol,Honda,Odyssey,22/01/1961,KP16,830053000000
CK80GY7497,87P6CKGOVVYGUZJCH,312DOA21WDMT89433,diesel,Honda,Pilot,12/12/1978,TF93,906662000000
DT28QO2879,QBLXOJCY10134LRZ2,359JYU47WKEG63038,cng,Honda,Pilot,4/9/2012,EV50,966530000000
NP62ET5969,MWJLFVTMSM1C3ZR5X,995IBX88JEOF35269,elec,Honda,Prelude,20/09/2004,YE70,968426000000
IV29QM4674,KWU5U9MP388QY5IFG,425LPO77WPDP05601,petrol,Honda,S2000,11/11/1993,DJ00,983224000000
RO80FF9575,Q1JP4W22B2QC6SWKP,219GSS24LWGA04187,petrol,Honda,Odyssey,16/09/1942,HR89,986052000000
FJ06EI3760,BS3O2SHV2R8CURK9D,585FVK13EUFM51673,petrol,Honda,Ridgeline,5/11/2016,NF86,997957000000
XW22JR8937,STJD013E7LF74YE59,239RSH56HSYB86572,cng,Hummer,H2,24/10/1955,BX70,139594000000
SR37SB9457,0UYPVNJFK332XUR5G,630FNP07GRBF81107,petrol,Hummer,H1,7/1/1954,HU31,552880000000
CF22KD0192,TVTCCKAHVKB6QG5GD,196VTU97UMZA85715,petrol,Hummer,H1,18/12/1961,HN34,563453000000
LA25OM3040,CY8Q9P4WISHFRTV45,162TVM58EBMQ36608,petrol,Hummer,H3T,30/09/1988,KB77,699579000000
BU37VB7878,NU2UI85RUXTU1FWB3,952QPQ72XBPP78640,elec,Hummer,H1,28/05/1946,XR22,891744000000
SM84FE1124,6QMDEOA8DFOB8WSY4,568QJR86JALU56172,petrol,Hyundai,Sonata,25/02/1952,OA28,103989000000
IJ72LB4359,OOTUQC1V7S5T3UCKN,024XNG50MLHI57162,elec,Hyundai,Elantra,13/02/2005,XE58,150453000000
UO35TL8576,YN2WXRM14WCEP6FHY,819DNS41YIGL71956,cng,Hyundai,XG350,15/05/1940,FG45,152406000000
EY77PF4633,B1M987XX6JMFRBOOD,649LBB17HEHN13724,diesel,Hyundai,Sonata,14/02/1997,LS87,193650000000
BQ29QY3981,3N8GIM9O85QPVUBUC,254AXY70ZYDV73226,diesel,Hyundai,Azera,29/09/1963,XV51,257939000000
HE63OM4732,DBCOQFTRU0NRYIA8L,874TXK30RIZL33631,petrol,Hyundai,XG350,9/6/1961,RH83,284182000000
NN28KM3449,WM49GMMY75YLIC35P,201XOA94PBRR89300,diesel,Hyundai,Accent,1/1/1953,CK10,296179000000
CE53MK5773,ZN4NWW8U9VRR0SFGQ,744HVN28PDYK84278,cng,Hyundai,Sonata,5/1/1972,AR96,320404000000
SR54WN7877,U94TE3HUSJNCTUEFI,375BRA55VWFG21041,petrol,Hyundai,XG350,3/1/1958,IT97,379506000000
RD11CN8253,NU5W01NHP563VAI7Q,780SBV11BBHQ33175,petrol,Hyundai,Sonata,12/10/1983,UE37,404011000000
GT42XT4452,5YU8UA1DGLNZMZCOK,905VDM22IAMM74024,diesel,Hyundai,Santa Fe,30/09/2018,UM15,446713000000
JT34AL5051,78F0Z02AZ03IVYJNG,857BMW48MBVT52097,cng,Hyundai,Genesis,20/12/2004,EJ04,494187000000
UT58GO1152,0DUDQ3PPQV7Q5FKX3,302YHG79JJAQ99824,petrol,Hyundai,Elantra,3/3/1998,KJ11,534882000000
PY58EU6739,YLZQRO7LEL0JMEAVY,309DDZ56LBZJ95847,cng,Hyundai,Scoupe,2/8/1998,WD72,538377000000
KX80AV5899,ZNQ45VQH5SJ2TA4TM,544ZHG45PDYL01947,cng,Hyundai,XG350,18/10/1992,UO84,593777000000
RX25JI0427,1CYYZXLRA2SQFBJCL,853ZWV94VEVH92126,petrol,Hyundai,Elantra,20/09/1962,VX64,659399000000
WR64QN6263,TEQSTXPC4FP137O9O,027NZE44XRXN01040,diesel,Hyundai,Elantra,31/07/1961,SQ94,667095000000
LQ36KM6533,FCGZK08NEJS1MW925,769JNI53YQCS89363,petrol,Hyundai,Accent,14/05/1982,RS70,717154000000
ZX37JI8437,AL7J9HOLKKBWPKPIL,354PBE98DNHQ23960,elec,Hyundai,Sonata,20/04/1982,BV10,770236000000
SW13DG0653,MNXT2HZG3K0U7VVPU,190ZEF02BLGS29623,elec,Hyundai,Veloster,1/10/1946,DW86,875356000000
BE88IJ0110,96OYTIXA1EB0612ZB,031UYX00MZGS69470,diesel,Hyundai,Elantra,28/06/1976,TQ16,891110000000
XN67NO6323,LNUGQ34POJB6ROGI6,860HSZ92LACM33988,elec,Infiniti,EX,6/12/2018,OJ39,187385000000
EK59UA5555,S4UL16PDL6AQ81HP5,778HGP26NBPA65991,cng,Infiniti,Q,2/6/1962,IW51,229542000000
FQ25QR6078,3NYWN9MAA6Z3D89W2,695NYU74TBAJ49513,cng,Infiniti,G37,29/03/1948,NK81,276103000000
KP90PI4527,BUCJHA3578IU4WDXF,868CEL93JEAF97355,elec,Infiniti,Q,15/02/1942,XW15,304333000000
WX53EA7008,N05EAZ8NT4OH8F9NU,269MWY65YYWE64339,diesel,Infiniti,G,12/6/2013,TR94,410599000000
HS90NM2597,JR0WU9CY4YA5B27G2,922LXM43UYEA55613,diesel,Infiniti,JX,26/04/1996,PG69,424630000000
WZ21NH2454,SWMMTFYMW7RH95R3M,442LSW99NFRE16209,diesel,Infiniti,QX,9/6/1962,ES44,431998000000
FS79MF7834,BW1O8CEHJRHMA5OKO,708GES82AEJC45067,petrol,Infiniti,FX,25/06/2010,TI13,450772000000
GF32KB6064,RT1W4F9OFB6CMA09U,782PFQ57GBOH40893,diesel,Infiniti,FX,15/05/1940,FF53,466673000000
XW34IN4804,H18GLKRRRHDAFPNVP,905PTD12BXVP09038,diesel,Infiniti,QX56,6/10/1958,DC99,473897000000
EE05TL8082,Z2QVM6A81JH67ZUR0,190QQJ08TENE45071,elec,Infiniti,M,8/7/2009,GR42,500546000000
CM64QE1133,SQLWLX4I0X9QT88OU,568XDU49FSEB34608,diesel,Infiniti,G,15/09/1968,LA24,552035000000
PM89AQ7638,WBFTP8ZVPTDW8JI2F,750MCP65KPEW37759,diesel,Infiniti,G,15/11/2012,PN95,581806000000
YJ26QI5211,SK2DGNMSVR4S00TAE,737PVA12ZWEI47751,diesel,Infiniti,FX,17/07/1952,ZK46,669903000000
OO31GG5542,OIQB1RJJ79W086Z8D,339VHO80MLWB70010,diesel,Infiniti,Q,14/10/1978,EA54,703667000000
VU63FW8757,M00WULH5X0W272OW4,344BGB25KHXJ93589,elec,Infiniti,M,9/12/2006,IC00,718321000000
OG72YG8651,1VOCSV082ZH688MOB,720AEC57FIRD39537,elec,Infiniti,G,7/3/1987,KW23,727796000000
AY40RX7504,VENESUG4OSZX40FYB,242XLO60UFKY91163,elec,Infiniti,FX,18/03/1957,CS07,760932000000
VV09OZ5008,LDTJWMI66TES8BCRB,938FUO70VWCU93126,cng,Infiniti,G,24/01/1992,KF82,907597000000
KF00QG1500,9DQTLY29ZDRC394TC,847NOD15CLSO46722,cng,Infiniti,J,16/04/1978,BC64,984129000000
BY03UK7906,BJRI02276JISRFZBC,022BOQ37UGPO03193,cng,Isuzu,Trooper,2/11/2009,AG97,150443000000
XT65BE7169,OR4WCO4HGWM52BBU5,333BPZ57PZJM00378,elec,Isuzu,Ascender,26/05/1974,LK52,161353000000
ZI60PK8995,VJ2AMRIHPHO53KFA1,148ZOH23DULE08358,diesel,Isuzu,Rodeo Sport,22/09/1950,HM45,367780000000
EL00VQ2072,QDKIY28SKJI3EW3Y1,588EAM21RIJY84805,elec,Isuzu,Trooper,11/1/2013,HY24,407012000000
IE74JT9182,VBUADAW9842WQNVFX,815DIK82EZOF00293,elec,Isuzu,i-Series,5/9/2001,CY86,434343000000
RC83RN2399,RFY7Z02XQFCU0XPNP,183KDK95EODZ81454,petrol,Isuzu,Amigo,6/12/1973,CB96,485696000000
PX74YA7789,0L2OGX964OUO7ZDTU,471BEO95LFFH80541,cng,Isuzu,Trooper,27/05/1987,RU71,559750000000
MT35RZ4130,JX3G52CLNOVZSLHAX,410VZG08ZDNP15097,petrol,Isuzu,Trooper,22/04/2010,DI12,585690000000
XF52CS3986,DOUEHJGGLBHPUX7D3,348LDT24SQGK75806,elec,Isuzu,Space,10/12/1956,JL36,600513000000
XW91ER8302,QY037YU33N3RGVKKK,410EGD91WYBH45268,diesel,Isuzu,Impulse,9/7/2007,LN61,848854000000
AT41SV8713,KNB5QVQ22EEZPH0L0,100YST13OJYJ89785,diesel,Isuzu,Hombre Space,6/5/1955,KH47,873979000000
OG94QI0512,UTUQ7UMQ74AYF67M6,427SAQ43EHTR04408,petrol,Jaguar,S-Type,14/09/2000,OM40,197424000000
WJ35TB6770,MGCB9D2J4PFMQUC1S,294ODN39XBKE94690,cng,Jaguar,XJ Series,28/10/1972,EM93,212172000000
NX20NB8056,GWU253HKU8KODJL5S,541NZY34BZCS05771,cng,Jaguar,XK,22/11/2000,QR29,700561000000
TC43ZF5122,UR5K9BJDGAVJEX64X,938BXT08XCJV18644,elec,Jaguar,XK,1/5/1957,BG41,747974000000
PP62DV1382,6EVX4F5NWXQ4JOLKZ,647QER20ELKO94641,diesel,Jaguar,S-Type,2/2/1982,DA29,828896000000
YZ00TX3210,Y4SQ5353ORVMQBVKK,709LEO05CHTT33909,petrol,Jeep,Patriot,27/10/2014,DA68,111855000000
WX01KO5057,B9U4YLZFM38R7UORV,057FUQ51YXSI86051,elec,Jeep,Patriot,16/01/1965,JD25,156789000000
VL64NI5912,AHCO629G8JSDVDIND,129RQW85JKRD95137,petrol,Jeep,Liberty,23/11/1947,WM79,287688000000
IW35TO4994,LWQLMKBZDQREXXCXY,169DRL56JDWE10745,petrol,Jeep,Commander,10/5/1978,BW98,466455000000
WE36NU1967,BT7U1SVHA4NHDKZI8,853RAJ85BAHS66018,elec,Jeep,Grand Cherokee,26/09/2008,PX01,488481000000
KB65NS3953,29JJKLTGR461ITEI3,798LKD36HIKR80764,cng,Jeep,Liberty,22/09/1994,IW27,508511000000
GM94SO5062,IP0YL762KYJ4V3HIC,228XDK90XJEN48135,petrol,Jeep,Cherokee,3/2/1975,KP68,566585000000
FX49RI9655,210WRN37R6V1RGQ1A,886ETN64WPHA08367,petrol,Jeep,Grand Cherokee,27/12/1974,WZ75,626058000000
FY05YZ2455,PA70B4C03K7PFZQYD,730OXM02BCWZ94481,petrol,Jeep,Wrangler,4/8/2014,DV78,696908000000
EX65RW3231,NRG845K18FX7K0TAI,474MIQ50FJUF02476,diesel,Jeep,Grand Cherokee,29/09/1994,OB31,820896000000
RT04AU6706,ZVR0AW16S0K2TCKNQ,435GYC76LNTZ77982,elec,Jeep,Liberty,7/8/1970,ZU01,853246000000
AF98JC9796,6PD20YH1KUE41EZ5Q,145UXL12VHYT54346,petrol,Jeep,Wrangler,10/11/1940,KA56,887499000000
UL14OZ4144,2E7GCUKZXWNNUZJOO,933DAU17JNNB09874,petrol,Jeep,Grand Cherokee,15/09/1962,KW02,923563000000
VZ97PF2782,T0NCFP6ZHTP9OIDT0,448JCS51WZVO27126,elec,Jeep,Wrangler,31/08/2001,DW30,929327000000
BV08SJ1291,OZ6BHU0GFV04183JT,782IBJ30OKHL70727,diesel,Jeep,Grand Cherokee,15/12/1946,BK00,933987000000
AJ84ND0475,PLEHQRRHGT4W6YTH4,302TIE37WFKC79892,cng,Jensen,Interceptor,30/10/1958,OD33,440355000000
JD86RA7401,KX3FHBLG3DV0S51GA,450KOX29SXIG56105,diesel,Kia,Sorento,12/3/1943,HD95,221063000000
MI91NG5824,30VUJINB7OP6QQO90,785KWU10OYFR78026,diesel,Kia,Sorento,7/7/2009,PC51,233871000000
IM78PV2948,A5XM4WVSKLFJX5R1U,416HIA91RLVS18543,cng,Kia,Sephia,1/7/2012,LD62,245803000000
TW36RJ5014,BHKR9SBBGPFG2JDN7,421IZO62CEZQ35077,elec,Kia,Sportage,23/01/2012,RS12,332516000000
TW84TV6880,NX39X4U2ZRY3QVMYY,785LZW00EPBR87267,cng,Kia,Sorento,22/11/1983,FP49,342240000000
IJ59OQ6109,GW22GTOC4JDED9UID,907NSM19JXMD53419,elec,Kia,Sportage,1/6/1948,DG80,350680000000
OQ45DL5784,FKOR8H9X76EAFMT13,883JQD54QBZA72450,petrol,Kia,Sorento,11/5/2014,SX89,400483000000
MN54UE9581,5LQM6FB9PGNUAUYRG,784TIB02MSCJ99267,cng,Kia,Sportage,11/11/1944,RE10,436244000000
TD82OA7026,EA84TB1988VYSUJPX,020FPP94JTRU20767,elec,Kia,Spectra5,28/04/1997,CK47,487057000000
TP82KC2336,O4CXL1TIDAHV06OSC,908AJP67QXDH75934,petrol,Kia,Amanti,24/10/2002,HA18,619778000000
SQ72XB9424,LPW5DCR19JXXPVHL2,100CTZ56NNEO73163,diesel,Kia,Soul,16/10/1999,YF20,631537000000
WQ50UC3859,D0QNRBD2UB7JB38VU,789IHO56CPXL19819,cng,Kia,Sportage,24/07/2014,ZH03,646293000000
KM80DF5596,75JURY07V2U3H0HR6,936VMF21CAKZ20335,elec,Kia,Spectra,14/09/2016,HQ69,733455000000
AZ65QW7069,283GB0OD3E4J7FSBR,798ZXU65XXJX43843,elec,Kia,Sedona,20/09/1950,SP16,763609000000
CH92MC3292,IZYW9SW504DNZSI6P,826QTE69HEVN65598,elec,Kia,Sephia,1/9/1953,TG78,764415000000
RC33XE4259,I8E5EF9XL4CNN090F,209XYV42AZEH44947,cng,Kia,Rio,21/09/1972,TU28,879704000000
NQ44EX2648,JV96HGKVJ413II3P0,810LTB45HPSG19856,cng,Kia,Sedona,28/12/1980,QM11,927172000000
RZ31VW0423,9NK8RTINOGBL2O64V,819OEI25EIAQ77904,diesel,Kia,Carens,26/03/2001,VK69,962242000000
WC00ZT3151,N6SK4BYXBNYD68M6F,019DYP71JQDF46364,cng,Kia,Rio,26/05/1949,MH88,962865000000
WI88US1467,OCN3AYKT9SYL9ULK6,065CJJ01CLSZ29013,cng,Kia,Spectra,25/09/1956,DG87,975053000000
QX76HL0966,BY5AQI590XNHE8OM4,812YBJ48ZRBX20351,petrol,Lamborghini,Gallardo,28/06/1985,WG41,163431000000
OF45KZ9190,US3IIIM15BD9CQVXL,958FFW69XAFF53697,elec,Lamborghini,Murciélago,22/01/1979,HE01,430951000000
ME37AI1268,DN5UGATTJJUGOF216,107ZLI37WQVT15633,petrol,Lamborghini,Diablo,11/1/1981,YZ62,661964000000
FR00CX0694,00830KTTXVXDZI5SE,465OVO93EMBM13114,diesel,Lamborghini,Murciélago,8/12/2013,XF76,870858000000
IX95UC2761,XNSB9DJV0VRZZKZ46,666BTT97PWWG01601,diesel,Lamborghini,Gallardo,20/08/2017,HM70,900900000000
YS19OU4467,SFTQ3HF098EG39THU,480CYM93CWIB21556,petrol,Lamborghini,Murciélago,5/12/1976,VJ53,976005000000
GO15KY3229,LW0FQFF8FQRLZJB0C,483EMY13ZYPU87388,elec,Land Rover,LR4,24/12/2013,NE24,197758000000
OR18VM6056,06D45DCV1IEMGBGW9,076GKK43IWMU60917,cng,Land Rover,LR3,8/12/1973,UM81,270341000000
KW95FB9042,TTKY8BKXGYV0ZCRHF,826RDC70NEAW74398,petrol,Land Rover,Discovery Series II,23/06/1952,VC69,385558000000
CK69IE2113,2JB3BW8B3868Y7GV8,508DRF68FJNU26596,petrol,Land Rover,Range Rover,6/7/2001,ZS41,528259000000
UD82EB1265,QA7MH17TND7ENW6PL,378RRE73AOWE97102,elec,Land Rover,Range Rover Evoque,17/01/2015,GY01,529743000000
ZX92MX3591,OLZFVHXMN7ZG8XPYN,225UEH96THNM85787,cng,Land Rover,Discovery,4/5/2011,ZJ95,682475000000
RF07SV5848,JQ01FQ5NM5OJ859PV,988BPZ67YCYG44583,elec,Land Rover,LR2,15/06/2018,PQ73,689162000000
MM83QJ7496,0XUP8FM47VPXG8E3V,975JVM65OZPB08153,elec,Land Rover,Discovery,15/07/2012,IO48,854722000000
RE84KI5307,4OM6LCT4FHKKL48GY,765XMS30VCDH27876,diesel,Land Rover,Discovery,10/8/1966,FU57,883300000000
EF52CF4612,8PGKLOG40XC7ZFACB,178FCS07HCXY11690,petrol,Land Rover,Sterling,10/9/1995,YD70,974848000000
BM48QN9651,EY3MCZ0T7ZX4GKF87,129ZKD85QAUC96581,elec,Lexus,IS-F,27/09/2017,LP06,166113000000
YG89SD6127,LBXBWSNYUDTY1JEAX,809BFU22XNJS74274,elec,Lexus,LS,6/10/1987,NI41,199932000000
LA98SF5181,LMGVENAA1V5N0S0RI,283UNP30ZYVP25673,elec,Lexus,ES,13/04/1978,YD28,200868000000
BF20QE6583,HHN9KPV1UT424134C,773NSI90WZXW32006,diesel,Lexus,ES,26/07/1995,UZ07,314494000000
LQ76GO5329,ISB7ON648W7K6WSTR,242HNI92QOMN14535,cng,Lexus,ES,12/4/2012,PU54,318228000000
AB75PE9784,VYX26OLAIOGZ5HM5C,108AXQ50GVFR93177,petrol,Lexus,LX,4/10/1959,CD60,325402000000
NQ03OL4988,GVPIMSMS84DVHUTPG,231RXD48BZQJ38580,petrol,Lexus,SC,17/02/2015,CR15,395626000000
RS69DA6456,SRR4JVXHT9CCP3I8T,078HTT94FHQT89228,elec,Lexus,GS,11/2/2008,CO94,396517000000
KM30WS5188,YJBPTPQPUT1TDPN8L,392CSW48ARBK21292,cng,Lexus,LS,25/06/2007,HA80,501517000000
FG89RO6921,PNG9CZO7VODH4BVOS,832IPN63TGQJ03129,petrol,Lexus,GX,28/07/2019,OS88,512446000000
JX69WR4904,HWBTTWG914VVEHY5E,162IPO08QDBK15436,diesel,Lexus,ES,23/11/2012,SD84,544556000000
KW74IC7014,F2B3E21YXP9XUYTWZ,149JBA48KWMB12480,diesel,Lexus,IS,10/10/1984,JH37,564426000000
QF04KS6463,Z8WY39ADY54P1W1ME,717NVD44QMBT04819,cng,Lexus,ES,8/7/2008,AR65,565584000000
OW86TL4243,1RXJ61HXEI1ZFTISH,012QRS74QRJU65614,cng,Lexus,LX,29/07/1961,JO36,601802000000
LV46SS0526,95FTAWOA7BSY81PHH,808ATH14DAXQ37280,elec,Lexus,GS,31/07/1941,WI16,607107000000
IR46OU8549,KB549RN166UUFSDC1,080CGE98SVNH90302,diesel,Lexus,SC,15/10/1943,ZF79,648372000000
WU61JT0558,VR5UIL01LF5KI8IGB,110MDK47ECID90851,cng,Lexus,ES,12/5/1971,CA48,767867000000
CC01JQ9177,2GJ9P2EDZGTHYPAA2,899BSY30KHBP64796,diesel,Lexus,RX,6/9/1957,CF86,804311000000
FZ77RN0892,2GCRRE4Y8QX8ZVMK1,374XDO71ZPUQ59489,diesel,Lexus,LX,11/1/1980,UN94,804964000000
RJ93GI3743,6EI5SEJIAY1N3WOYN,917JGO63CFSN68522,petrol,Lexus,GS,2/3/1979,SU03,946123000000
RV78UX6078,30010X9MA5LU5BA3U,275IGP63YDEI31306,diesel,Lexus,RX,28/02/1986,IJ04,980750000000
WW03VA5406,NWZH1K9FO8IKT3KN5,859AOM04KKLF34773,elec,Lexus,RX,7/11/1963,RN20,986403000000
TP55RS2907,6UV0ICF4P07P5J38Z,747NIQ91LRSX13511,cng,Lincoln,Continental Mark VII,19/11/1978,AG86,126750000000
HU55CP2562,7VUTZQHC7RBBMXQDZ,206QXO01PRMS64219,cng,Lincoln,Mark LT,28/07/1989,CW59,199369000000
RF12FH0609,WTD3W27UDOFKBPZB2,730GTF43ZNWK06694,diesel,Lincoln,Continental Mark VII,23/03/1990,QH86,229038000000
GC88ZG8107,1IO1ZDCGCSYOOXEFM,847BCZ33OUFE58535,diesel,Lincoln,MKS,23/11/1951,QF57,240927000000
IP87JN2783,P875ZBIDFCU7YTYKX,866SHU28NPJG67326,cng,Lincoln,Town Car,19/05/1947,FA67,303957000000
OZ17KU3685,QVR3WSIX8A7FIXEWM,666IFN56HOFA44532,petrol,Lincoln,Continental,19/01/1970,JK79,318652000000
HN65AR9636,AYQ19GTY8S4YTXRJN,265ATP61MCPA90797,petrol,Lincoln,MKS,23/11/2016,LY00,410713000000
DT91JE8317,RB059RB3ALMLVABM6,598QXP26KOQC81665,diesel,Lincoln,Navigator L,19/04/1970,IP01,501670000000
JP68SD3911,E4I4MHKPXGC89EPVV,940HZT04NWID66222,petrol,Lincoln,Blackwood,1/3/2009,CV47,541137000000
LX77TR4218,1C86UW9VUR3T0QCV0,956TOO10OABS40697,petrol,Lincoln,Blackwood,15/03/1964,SO90,554826000000
VJ97XI6975,15I5714EQCWR4DYLJ,631PRX29FLTD88752,petrol,Lincoln,MKX,18/01/1957,OL96,602809000000
VP20CJ7159,NXIKSTP1IHC1MXPTS,079PUL15MPUP42746,elec,Lincoln,LS,7/2/1959,KE07,635106000000
BF29RS4501,OBNX2P8XFF4UG7S1L,891FYC40TMIL98119,diesel,Lincoln,Continental,18/01/1969,EW33,662381000000
TT85OL4953,J1R4WTJI3XJWE5JYD,752EMC57PSXP58241,cng,Lincoln,Navigator,26/06/1965,UW89,740130000000
TY69VA0092,HF1NSGJOIA5SWMHIV,885VTF69CLWF79550,cng,Lincoln,Continental,17/06/1946,DK01,762866000000
TG26NZ8370,5FZ64KIVKXAZG42L7,449MDH94GYSQ96075,elec,Lincoln,Continental,24/10/1958,BQ30,785236000000
PK02FU9461,Z43RKMZLY1KRJIG8Y,433BBV08LPFS72884,cng,Lincoln,Continental,18/06/1998,PC60,820029000000
FP01VJ5648,P2BKX7BC95R5ZN73S,745JDN69IGRU29019,elec,Lincoln,LS,3/11/1978,WH44,925472000000
NX10XD5497,O1D22AV91IZ449TKU,490AMY90IHLA48940,petrol,Lincoln,Town Car,21/08/1966,AN96,976792000000
NB72KX2719,JH9R52KHK0SKXAYVJ,579ODG75GCXB09587,petrol,Lincoln,Town Car,9/5/2003,AQ39,980903000000
XE56LW3848,VD5T3M33JJT03RG6A,667QFE34MRYP60142,cng,Lotus,Elan,6/9/1984,RC93,103588000000
ZU96RS7527,8IKIF0BBN0FJTK0AS,463TXX64TOBW81814,petrol,Lotus,Esprit,30/12/2003,VG61,338230000000
UT15HI0267,KSN85JJW67H1JX0OH,670BAY69TTIO22054,diesel,Lotus,Esprit,1/2/1995,OA82,426319000000
LB08JP8356,WL2NIYKOHM7KBI3DZ,651CKI30MUMD04600,diesel,Lotus,Esprit,1/6/1983,WM54,460787000000
ZI74QF1654,XDDL9W4Q8ZAARX9ZZ,781VAA31IKMF48921,cng,Lotus,Evora,20/07/1966,FN67,485046000000
IL63PD4089,HP6MMVNB7WJ2ZP7AK,719XHD36CAAC08024,elec,Lotus,Evora,20/08/1973,RU43,733669000000
MU26NR4399,4ZU6ICBMCB1A4SEXM,758QAJ08NKTI77669,diesel,Maserati,Spyder,4/12/2011,AV68,120100000000
YC09LP5371,JG1CKQ8NSQ7XRN13I,347IZR71AWUQ17277,diesel,Maserati,GranTurismo,9/4/2010,FB25,156777000000
RZ00ER5333,7JR1GK8J4Z3KZJ11U,066SGC84FOKE34821,cng,Maserati,Spyder,14/08/2012,SG83,159207000000
LP97UD8644,BZBZ7WSH64P2260TB,557KFM28RIIJ11821,diesel,Maserati,430,10/4/1989,YP69,418488000000
TC96FN7978,DJBD19CN0R15EE7LN,746PSG15MJRH28665,elec,Maserati,GranSport,16/06/1940,AU71,958770000000
AK71MY0912,Y7T67BAQIHPG6VUWA,766IFO37EATK72113,elec,Maybach,Landaulet,2/4/2015,GD16,367010000000
NC98CJ9340,JXT45VRSQ82E5VKST,939CXA21XABS64221,elec,Maybach,Landaulet,24/05/2019,ZO54,860860000000
GK09JO5090,YW2H7JX48AMP0758G,820XRY83LTCT82248,diesel,Mazda,Miata MX-5,7/6/1954,OR85,117401000000
UP38AC4453,67J3WWY37NJF6EW1A,003WUX61AENP80734,elec,Mazda,Navajo,19/10/2008,TH55,178907000000
OR41RV1687,1J6J2C7VODLN604RD,586VYO61CCKO45392,diesel,Mazda,B-Series,19/08/1989,CB26,194786000000
EW48BG6772,E6YRCGQ1TMHQQFN0C,469COW00QGKL36491,cng,Mazda,Millenia,29/06/1999,DL88,221662000000
IX71ML4526,TG4BJQ8J4JQY98SPB,175NBH16KOHY70454,diesel,Mazda,Tribute,11/1/1960,UP79,221848000000
UD28KA7212,DVFKW1N5ROS6DOSO0,940HQK54ZOIO50481,elec,Mazda,929,16/11/1972,EI83,227805000000
TX95SG8727,O7DY8Y1EEBGB41YVI,766XTO57OUES89341,elec,Mazda,Mazda3,23/07/1998,XW95,233377000000
UK19EQ0585,TGUFXC16DN491Z9UQ,639WMS87VDLS17400,cng,Mazda,Protege5,1/1/2003,HE86,236288000000
MQ28KP9685,QKB3A98QBKUCYDZ1M,187NSY15PGRT86011,petrol,Mazda,RX-8,3/5/1987,SU44,285055000000
WS24PU0772,JGO4DA71XC44OQAD3,124MGN07OTCO59011,diesel,Mazda,929,4/2/1982,NM39,305007000000
JB53LI0465,R13PT5NH6XBAA98KI,565DRH96KLAJ91215,diesel,Mazda,Protege5,30/08/1981,TB65,370789000000
SP23HI6327,HSUCTGJ7IVKU8FOTM,963JXO49SKQZ17564,cng,Mazda,929,16/01/1978,JN62,377617000000
WG99JN2310,OH03Y1FGYGTJSIJPC,728TFJ49DJNB34295,cng,Mazda,Protege,25/07/1981,LB29,389386000000
BZ16JB0782,ZAX6L88MN3N2VUQX1,747ECW90GWKX71347,elec,Mazda,Mazda3,29/12/1948,KD28,401968000000
XR69SJ7755,AC2T5SCGWR796STWH,747ZIU87MYJP06734,diesel,Mazda,Mazda6,3/1/2011,SR69,422658000000
CK48PR4444,CZMBE2UWJTGAQKIHZ,586OUV87ZJLW41416,diesel,Mazda,MX-5,25/03/1974,AC70,485542000000
IR40CW7089,VUWH2RZ2FQP5078KP,025UAD20QELO97380,elec,Mazda,MPV,17/01/1956,JA96,644831000000
GP63TN2986,C4INYOFPPYEV6IPXU,618ZLV97LTYW93775,elec,Mazda,MX-5,23/09/2004,VH34,650432000000
BG89SI2504,IXWHD0NADRF1FHSJI,051OTM24ATRT02915,petrol,Mazda,RX-7,19/07/1992,EJ36,659559000000
AO84JV1453,54IJW7Q7A8EX50MAB,801MON80VGWA34747,petrol,Mazda,RX-7,27/07/1974,FJ96,672708000000
PR33ZD2259,YY4AKBVSKKDB608V9,408GEQ34VKDA17303,diesel,Mazda,MX-5,19/01/1974,LF40,683742000000
